id,word,meaning,section,page
610,capture,をとらえる；をとりこにする,2,143
611,transfer,を移す；を伝える；移る；乗り換える,2,144
612,bother,を悩ます；(～を)気にかける(about / with),2,144
613,persuade,を説得する；に確信させる,2,144
614,rent,を賃借りする；を賃貸しする,2,144
615,breed,を繁殖させる，育てる；繁殖する,2,144
616,invest,(を)投資する；に(～を)与える(with),2,145
617,reserve,を予約する；を取っておく；(判断など)を保留する,2,145
618,trace,(足跡・起源など)をたどる；を捜し出す,2,145
619,illustrate,を説明する；に挿絵を入れる,2,145
620,advise,に忠告［助言］する；(を)助言する,2,145
621,convey,を伝える；を運ぶ，運搬する,2,146
622,attach,を(取り)付ける；を付与する,2,146
623,stretch,を伸ばす；を広げる；伸びる；及ぶ,2,146
624,puzzle,を当惑させる,2,146
625,disturb,をかき乱す；を妨害する；を動揺させる,2,146
626,crash,衝突する，墜落する；をぶつけて壊す,2,147
627,cope,うまく処理する,2,147
628,permit,を許可する,2,147
629,impress,を感動させる；に印象を与える,2,147
630,suspect,ではないかと思う；(人)を疑う,2,147
631,upset,を動揺させる；をだめにする,2,148
632,frighten,(人)を怖がらせる,2,148
633,import,を輸入する；を取り込む,2,148
634,export,(を)輸出する,2,148
635,investigate,を調査する；を究明する；(～を)調査する(into),2,148
636,monitor,を監視する；を傍受する,2,149
637,calculate,を計算する；を予測する,2,149
638,eliminate,を取り除く,2,149
639,ease,を軽減する；和らぐ；緩む,2,149
640,launch,を開始する；を売り出す；を発射する,2,149
641,sequence,連続；一連(のもの),2,150
642,therapy,療法；心理療法,2,150
643,symptom,症状；兆候,2,150
644,incident,出来事，事件；紛争,2,150
645,witness,目撃者；証人；証拠，証言,2,150
646,sum,(金)額；合計；要点,2,151
647,burden,負担；(重い)義務；積み荷,2,151
648,tone,口調；音色；雰囲気；色調,2,151
649,honor,光栄；名誉；敬意,2,151
650,award,(～の)賞(for)；(証書などの)授与,2,151
651,priority,優先(事項),2,152
652,logic,論理；道理；論理学,2,152
653,minimum,最小限度,2,152
654,exception,(～の)例外(to),2,152
655,clue,(～の)手がかり(to / about)；(パズルの)ヒント,2,152
656,bond,絆；債券；束縛；接着剤,2,153
657,virus,ウイルス；(感染症の)病原体,2,153
658,surgery,(外科)手術；外科，外科医学,2,153
659,insurance,保険；保険料；保険金,2,153
660,frame,枠，(額)縁；骨組み；体格,2,153
661,shelter,避難(所)，保護,2,154
662,territory,領土；(活動の)領域；(動物の)テリトリー,2,154
663,boundary,境界(線)；〔通例～s〕限界,2,154
664,habitat,生息地；(人の)居住地,2,154
665,district,地区；行政区,2,154
666,conservation,(動植物などの)保護；保存,2,155
667,harvest,収穫(物)；収穫期；漁獲高,2,155
668,predator,捕食動物；略奪者,2,155
669,trap,わな；苦境,2,155
670,trick,こつ；策略；いたずら；芸当,2,155
671,fault,〔通例one's ～〕責任；欠点；誤り,2,156
672,discount,割引,2,156
673,bias,偏見；傾向,2,156
674,cooperation,協力，共同,2,156
675,patent,特許(権)；特許品,2,156
676,dialogue,対話，会話；意見の交換,2,157
677,component,構成要素；部品,2,157
678,reputation,評判；名声,2,157
679,verbal,言葉の；口頭での；動詞の,2,157
680,internal,内部の；国内の；内面的な,2,157
681,solid,しっかりした；硬い；固体の,2,158
682,remote,(～から)遠く離れた(from)；かけ離れた,2,158
683,principal,主要な；資本金の,2,158
684,sophisticated,高性能の，精巧な；洗練された,2,158
685,equivalent,等しい，相当する,2,158
686,rational,理性的な；合理的な,2,159
687,relevant,関係がある；適切な,2,159
688,absolute,絶対的な,2,159
689,frequent,頻繁な,2,159
690,permanent,永続的な,2,159
691,intense,強烈な；熱烈な,2,160
692,meaningful,意味のある,2,160
693,evil,邪悪な；有害な,2,160
694,extinct,絶滅した；廃止された,2,160
695,random,無作為の；手当たり次第の,2,160
696,raw,生の；未加工の,2,161
697,rude,無礼な；粗野な,2,161
698,mere,単なる，ほんの,2,161
699,tropical,熱帯の,2,161
700,forth,前へ，先へ；それ以降,2,161
701,possess,を所有している；の心をとらえる,3,162
702,dominate,を支配する；(～より)優勢である(over),3,162
703,guarantee,を保証する,3,162
704,melt,溶ける；なごむ；を溶かす,3,162
705,embarrass,に恥ずかしい思いをさせる,3,162
706,discourage,(人)にやる気をなくさせる；を落胆させる,3,163
707,detect,を感知する；を見つけ出す；に気づく,3,163
708,devote,をささげる,3,163
709,urge,に(強く)促す；を強く主張する；を駆り立てる,3,163
710,lend,を貸す；(人)に(助言・援助など)を与える,3,163
711,restrict,を制限する,3,164
712,isolate,を孤立させる,3,164
713,accompany,に同行する；に付随する,3,164
714,exhaust,を疲れ果てさせる；を使い尽くす；排気する,3,164
715,annoy,を悩ます；〔受身形で〕腹が立つ,3,164
716,endanger,を危険にさらす,3,165
717,acknowledge,(事実など)を認める；に謝意を表す,3,165
718,admire,に(～のことで)敬服［感心］する(for),3,165
719,evaluate,を評価する；を査定する,3,165
720,declare,を宣言する；を申告する,3,165
721,secure,を確保する；を守る,3,166
722,specialize,専門とする；【英】(～を)専攻する(in),3,166
723,attribute,(結果など)を(～に)帰する(to),3,166
724,pretend,(の)ふりをする,3,166
725,bury,を埋める；を埋葬する；を隠す,3,166
726,reverse,を逆転させる；を反対にする,3,167
727,resist,に抵抗する；〔通例否定文で〕を我慢する,3,167
728,scare,をおびえさせる；を脅す,3,167
729,imitate,をまねる；を模造する,3,167
730,assist,(を)援助する；を手伝う,3,167
731,resemble,に似ている,3,168
732,retire,(～から)引退する，退職する(from)；退く,3,168
733,neglect,をおろそかにする，怠る；を無視する,3,168
734,collapse,崩壊する；(人が)倒れる；を折り畳む,3,168
735,reform,を改革する；を改心させる,3,168
736,protest,(に)抗議する；を主張する,3,169
737,owe,に借りがある；のおかげである,3,169
738,sustain,を持続させる；を支える,3,169
739,assign,を割り当てる；を(～に)配属する(to),3,169
740,accomplish,を成し遂げる,3,169
741,wisdom,知恵；賢明さ；学識,3,170
742,literacy,読み書きの能力；(特定分野の)知識,3,170
743,heritage,遺産,3,170
744,mission,使命；(外交)使節団；布教,3,170
745,license,免許(証)；許可,3,170
746,elite,〔通例the ～〕〔集合的に〕エリート,3,171
747,layer,層,3,171
748,motor,モーター；原動力,3,171
749,protein,たんぱく質,3,171
750,profession,職業；専門職；同業者仲間,3,171
751,editor,編集者；編集長,3,172
752,agent,仲介者，代理人；薬剤,3,172
753,globe,地球；世界；球,3,172
754,haven,避難所，保護区；港,3,172
755,row,列；(建物が並ぶ)通り,3,172
756,sacrifice,犠牲；いけにえ,3,173
757,means,〔単数・複数扱い〕手段；〔複数扱い〕資力，収入,3,173
758,session,集まり；(議会の)会期；(開会中の)議会,3,173
759,league,(競技)連盟；同盟,3,173
760,contest,コンテスト，競技(会)；争い,3,173
761,guard,警備員；警備隊；監視，警戒,3,174
762,opponent,(試合・論争などの)相手；反対者,3,174
763,glance,(～を)ちらっと見ること(at),3,174
764,divorce,離婚；分離,3,174
765,tissue,(生物の)組織；ティッシュペーパー,3,174
766,liquid,液体,3,175
767,inequality,不平等；不公平な事柄,3,175
768,prejudice,(～に対する)偏見(against),3,175
769,justice,公正，正義；司法,3,175
770,guideline,指針，ガイドライン；指導基準,3,175
771,platform,プラットフォーム；演壇；舞台,3,176
772,sector,(社会・経済などの)部門，セクター；(都市内の)地域,3,176
773,channel,チャンネル；伝達経路；海峡,3,176
774,glacier,氷河,3,176
775,primate,霊長目の動物,3,176
776,usage,(使)用法；語法；習慣,3,177
777,fortune,財産；幸運；運命,3,177
778,correlation,相互関係，相関(関係),3,177
779,artistic,芸術的な,3,177
780,literary,文学の；文語の,3,177
781,classic,第一級の；典型的な；定番の,3,178
782,liberal,自由主義の；寛大な；一般教養の,3,178
783,concrete,具体的な；有形の,3,178
784,slight,わずかな；取るに足らない,3,178
785,federal,連邦(政府)の,3,178
786,primitive,原始的な；未開の,3,179
787,unfamiliar,(～に)不慣れな(with)；(～に)(よく)知られていない(to),3,179
788,subtle,微妙な；(気体などが)希薄な,3,179
789,plain,明らかな；平易な；飾りのない；率直な,3,179
790,marine,海の；船舶の,3,179
791,apparent,明白な；一見～らしい,3,180
792,reluctant,気が進まない，嫌がる,3,180
793,temporary,一時的な,3,180
794,guilty,罪悪感のある；(～について)有罪の(of),3,180
795,royal,王の,3,180
796,pure,純粋な；潔白な；まったくの,3,181
797,incredible,信じられない；すばらしい,3,181
798,eager,(～を)熱望して(for)；熱心な,3,181
799,adequate,十分な；適切な,3,181
800,via,～経由で；～の媒介で,3,181
801,assess,を評価する；を査定する,3,182
802,approve,賛成する；を承認する,3,182
803,remark,と述べる；(～について)意見を述べる(on / upon),3,182
804,pose,(危険)を引き起こす；(問題など)を提起する；ポーズをとる；(～を)装う(as),3,182
805,yield,をもたらす；を(～に)譲る(to)；(～に)屈する(to),3,182
806,exhibit,を示す，見せる；を展示する,3,183
807,distribute,を(～に)分配する(to)；〔受身形で〕分布する,3,183
808,command,を命じる；を指揮する；(景色)を見渡せる,3,183
809,occupy,(空間・時間)を占める；を占領する,3,183
810,pop,ひょいと動く；不意に現れる；ポンとはじける,3,183
811,pile,を積み重ねる；積み重なる,3,184
812,greet,に挨拶する；を迎える,3,184
813,apologize,(～に；～のことで)謝る(to；for)；弁明する,3,184
814,frustrate,をいら立たせる；(計画・希望など)を挫折させる,3,184
815,relieve,を和らげる；〔受身形で〕(…して)安心する(to do)；を解放する,3,184
816,derive,由来する；を引き出す；を推論する,3,185
817,deserve,に値する,3,185
818,peer,(～を)じっと見る(at / into),3,185
819,defeat,を負かす；を失敗させる,3,185
820,convert,を変える；を改宗［転向］させる；を交換する,3,185
821,wed,と結婚する；を(～と)結婚させる(to),3,186
822,delight,を喜ばせる；(～を)大いに喜ぶ(in),3,186
823,boost,を押し上げる；を増加させる,3,186
824,endure,に耐える；(に)持ちこたえる,3,186
825,correspond,一致する；(～に)相当する(to)；文通する,3,186
826,impose,を課す；を押しつける,3,187
827,rescue,を救う,3,187
828,resolve,を解決する；を決意する；を議決する,3,187
829,register,を記録する，登録する；(～に)登録する(for),3,187
830,interrupt,を中断させる；(の)邪魔をする,3,187
831,rid,から(～を)取り除く，除去する(of),3,188
832,prohibit,を禁止する,3,188
833,compose,を構成する；を創作する；を鎮静する,3,188
834,misunderstand,(を)誤解する,3,188
835,punish,を罰する；に損傷を与える,3,188
836,ruin,をだめにする；を破滅させる；破滅する,3,189
837,defend,を防御する；を弁護する,3,189
838,embrace,を受け入れる；(を)抱擁する；を包含する,3,189
839,modify,を修正する；を緩和する,3,189
840,qualify,(人)に資格を与える；資格がある,3,189
841,passion,情熱；熱中；激怒,3,190
842,enthusiasm,(～への)熱情，熱意(for),3,190
843,phase,段階，局面；側面,3,190
844,mode,方式；気分；形態；流行,3,190
845,span,期間；範囲,3,190
846,gravity,重力，引力；重量；重大さ,3,191
847,orbit,軌道；(活動・勢力などの)範囲,3,191
848,asteroid,小惑星；ヒトデ,3,191
849,core,核心；芯,3,191
850,soul,精神；魂，霊魂；生気,3,191
851,nerve,神経；〔～s〕神経過敏；(…する)度胸(to do),3,192
852,infection,感染(症),3,192
853,mall,【主に米】 モール，ショッピングセンター,3,192
854,grocery,〔～s〕食料雑貨；食料雑貨店,3,192
855,humore,ユーモア；気分，機嫌；気質,3,192
856,instinct,本能；勘，直感；(自然に起こる)衝動,3,193
857,faith,(～への)信頼(in)；信仰(心),3,193
858,courage,勇気,3,193
859,incentive,動機(づけ)；報奨金,3,193
860,prospect,見込み；〔～s〕(未来への)展望；有望な人,3,193
861,obstacle,(～に対する)障害(物)(to),3,194
862,architecture,建築；建築様式；構造,3,194
863,stem,(草木の)茎，幹,3,194
864,illusion,錯覚，思い違い；幻想,3,194
865,discrimination,(～に対する)差別(against)；区別,3,194
866,shame,恥；残念なこと,3,195
867,drought,干ばつ；(慢性的な)不足,3,195
868,flavor,風味；特色,3,195
869,portion,部分；1人前；割り当て,3,195
870,recipe,調理法，レシピ；手順；秘訣,3,195
871,luxury,ぜいたく(品)；〔形容詞的に〕豪華な,3,196
872,chip,小片，破片；欠けた箇所；集積回路,3,196
873,ritual,儀式；(日常の)習慣的行為,3,196
874,sake,〔for the ～ ofで〕のために，の目的で；に免じて,3,196
875,prefecture,(日本の)県，府；(フランスなどの)県,3,196
876,council,(地方)議会；評議会；(公の)会議,3,197
877,administration,管理(部)；行政；政府(機関),3,197
878,curriculum,教育課程，カリキュラム,3,197
879,precious,貴重な；高価な,3,197
880,generous,寛大な；気前のよい；豊富な,3,197
881,casual,何気ない；形式ばらない,3,198
882,optimistic,楽観的な,3,198
883,rough,粗い；大まかな；乱暴な,3,198
884,unpleasant,不愉快な；不親切な，無礼な,3,198
885,Arctic,北極の,3,198
886,ultimate,究極の,3,199
887,deaf,耳が聞こえない,3,199
888,genuine,本物の；偽りのない,3,199
889,manual,体［手］を使う；手の；手動式の,3,199
890,mechanical,機械の；機械的な,3,199
891,instant,即時の，すぐの；即席の,3,200
892,spare,余分の，予備の,3,200
893,immune,(～に対して)免疫を持つ(to)；(～を)免れた(from),3,200
894,harsh,厳しい；(光・色・味などが)不快な,3,200
895,collective,集団の，共同の,3,200
896,inevitable,避けられない,3,201
897,profound,重大な；深い；難解な,3,201
898,steady,着実な，一定の；安定した,3,201
899,mature,成熟した；熟した,3,201
900,likewise,同様に,3,201
901,chase,(を)追跡する；(を)追求する,3,202
902,sue,を告訴する；(～を求めて)訴訟を起こす(for),3,202
903,gaze,じっと見る,3,202
904,slip,滑る；滑り落ちる；そっと動く,3,202
905,load,に積む；に負わせる,3,202
906,overwhelm,を圧倒する；を(精神的に)打ちのめす,3,203
907,wander,歩き回る；それる；はぐれる,3,203
908,float,漂う，浮かぶ；を浮かべる,3,203
909,pour,を注ぐ；激しく降る；押し寄せる,3,203
910,substitute,を代わりに使う；(～の)代理をする(for),3,203
911,pronounce,を発音する；を宣言する,3,204
912,shrink,縮む，縮小する；減少する；ひるむ,3,204
913,restore,を回復させる；を修復する,3,204
914,trigger,を引き起こす；のきっかけとなる,3,204
915,grab,をつかむ；を横取りする；を急いで食べる,3,204
916,retain,を保持する；を覚えている,3,205
917,reproduce,を複製する；を繁殖させる；繁殖する,3,205
918,bob,上下に動く；急に動く；を上下に動かす,3,205
919,entertain,を楽しませる；をもてなす,3,205
920,interfere,干渉する，介入する；邪魔する,3,205
921,cultivate,を養う；を耕す；を栽培する,3,206
922,underlie,の根底にある,3,206
923,anticipate,を予期する；楽しみに待つ,3,206
924,justify,を正当化する,3,206
925,regulate,を規制する；を調整する,3,206
926,scan,を走査［スキャン］する；をざっと見る；を注意深く調べる,3,207
927,classify,を分類する；を機密扱いにする,3,207
928,submit,を提出する；〔＋oneselfで〕(～に)従う(to),3,207
929,pause,(一時的に)中止する；(一瞬)立ち止まる,3,207
930,lean,傾く；寄りかかる；をもたせかける,3,207
931,bump,ぶつかる；をぶつける,3,208
932,fold,を折り畳む；(両腕)を組む；(折り)畳める,3,208
933,hesitate,躊躇する，ためらう,3,208
934,pump,(液体・気体)をポンプで送り込む；をくみ出す；を注ぎ込む,3,208
935,mount,を据えつける；に着手する；(自転車など)に乗る；増える,3,208
936,exceed,を超える；に勝る,3,209
937,undergo,を経験する；(手術など)を受ける；に耐える,3,209
938,confront,に立ち向かう；(困難などが)に立ちはだかる,3,209
939,consult,(に)相談する；を参照する,3,209
940,fulfill,を実現させる；を果たす；を満たす,3,209
941,privilege,特権，特典,3,210
942,formation,形成；構成(物)；隊列,3,210
943,dimension,側面，局面；次元；寸法,3,210
944,neuron,ニューロン，神経単位,3,210
945,sensation,感覚；大評判,3,210
946,chart,図，グラフ；海図；ヒットチャート,3,211
947,geography,〔the ～〕地理；地理学,3,211
948,panel,(専門家の)一団；討論者一同；羽目板,3,211
949,semester,【主に米】 (2学期制の)学期,3,211
950,workforce,労働人口，総労働力；全従業員(数),3,211
951,mill,製造工場；製粉所；粉ひき機,3,212
952,abuse,乱用；虐待,3,212
953,vice,(道徳上の)悪；欠点,3,212
954,fate,運命；結末；最期,3,212
955,tragedy,悲劇(的な事態),3,212
956,scenario,(予想される)筋書き，事態；脚本,3,213
957,allergy,アレルギー,3,213
958,wound,(銃弾・刃物などによる)傷；痛手,3,213
959,antibiotic,〔通例～s〕抗生物質,3,213
960,vaccine,ワクチン,3,213
961,metaphor,隠喩；比喩,3,214
962,folk,人々；〔～s〕皆さん；〔one's ～s〕家族,3,214
963,fare,(乗り物の)料金,3,214
964,transition,移り変わり；過渡期,3,214
965,maximum,最大限,3,214
966,galaxy,星雲，銀河；〔the G～〕銀河系,3,215
967,mineral,鉱物；ミネラル,3,215
968,skeleton,骨格；骨組み；概略,3,215
969,counterpart,相当する物［人］,3,215
970,stroke,脳卒中；(ボールを)打つこと；(雷などの)一撃,3,215
971,pedestrian,歩行者,3,216
972,trail,(野山などの)小道；跡；手がかり,3,216
973,ecology,生態学；生態系；環境保護,3,216
974,sibling,きょうだい(の1人),3,216
975,ratio,比率,3,216
976,mixture,混合(物),3,217
977,charm,魅力；お守り,3,217
978,ambition,(～に対する)願望，野望(for)；野心,3,217
979,prominent,卓越した；目立つ,3,217
980,radical,急進的な；根本的な,3,217
981,prompt,即座の，迅速な,3,218
982,informal,形式ばらない，略式の；(言葉が)くだけた,3,218
983,mutual,相互の；共通の,3,218
984,neutral,中立の；(特徴・表情などが)はっきりしない,3,218
985,alert,警戒して；敏速な,3,218
986,magnetic,磁気の；磁石の；人を引きつける,3,219
987,polar,極地の；電極の,3,219
988,fluent,流ちょうな,3,219
989,external,外部の；対外的な,3,219
990,passive,受動的な；消極的な,3,219
991,awful,ひどい；嫌な；ものすごい,3,220
992,unrelated,無関係の；血縁関係がない,3,220
993,cruel,残酷な；むごい,3,220
994,fake,偽の；見せかけだけの,3,220
995,vulnerable,(攻撃などに)弱い，もろい；傷つきやすい,3,220
996,urgent,緊急の,3,221
997,spiritual,精神の；霊的な,3,221
998,modest,謙虚な；適度な；質素な,3,221
999,keen,熱心な；鋭敏な；(感情・関心などが)強い,3,221
1000,nonetheless,それにもかかわらず，それでもなお,3,221
1001,negotiate,交渉する；を(交渉して)取り決める,4,222
1002,grasp,を把握［理解］する；をしっかり握る,4,222
1003,donate,を寄付する；(臓器・血液)を提供する,4,222
1004,arrest,を逮捕する；を止める；(注意)を引く,4,222
1005,crack,ひびが入る；にひびを入れる,4,222
1006,tap,を軽くたたく；(液体)を出す；を盗聴する,4,223
1007,split,を分割する；を分担する；分裂する,4,223
1008,forecast,を予想［予測］する,4,223
1009,exclude,を除外する,4,223
1010,overlook,を見落とす；を大目に見る；を見渡す,4,223
1011,burst,破裂する；(～を)突然始める(into),4,224
1012,heal,(人・傷など)を治す；治る,4,224
1013,forbid,を禁じる,4,224
1014,install,をインストールする；を設置する；を就任させる,4,224
1015,diminish,を減らす；減少する,4,224
1016,cite,を引き合いに出す；を引用する,4,225
1017,quote,を引用する；を引き合いに出す,4,225
1018,dispute,に異議を唱える；(を)議論する,4,225
1019,highlight,を目立たせる，強調する,4,225
1020,distract,(注意など)をそらす,4,225
1021,cheat,をだます；不正をする,4,226
1022,foster,をはぐくむ；を養育する；を心に抱く,4,226
1023,obey,に従う；に服従する,4,226
1024,bend,を曲げる；を屈服させる；曲がる,4,226
1025,deprive,から(権利などを)奪う,4,226
1026,govern,(を)統治する，支配する,4,227
1027,log,〔＋onで〕ログオンする；を記録する,4,227
1028,transmit,を伝える；(電波・信号など)を送る,4,227
1029,bully,をいじめる；を脅す,4,227
1030,leap,跳ぶ；さっと動く；急上昇する,4,227
1031,astonish,を驚かす,4,228
1032,thrill,をぞくぞくさせる；わくわくする,4,228
1033,nod,うなずく；会釈する；うとうとする,4,228
1034,bow,おじぎする；屈服する,4,228
1035,blend,を混ぜる；を調和させる；(～に)溶け込む(into),4,228
1036,complicate,を複雑にする,4,229
1037,pitch,を投げる；倒れる；縦揺れする,4,229
1038,persist,続く；固執する,4,229
1039,dedicate,をささげる；を献呈する,4,229
1040,equip,に備えつける,4,229
1041,premise,前提；〔～s〕(建物を含めた)構内，敷地,4,230
1042,input,入力(情報)，投入；(情報・時間などの)提供,4,230
1043,merit,利点；功績；真価,4,230
1044,sympathy,同情；(～に対する)共感(with/for),4,230
1045,compliment,賛辞；表敬,4,230
1046,infrastructure,インフラ，基本的施設；(経済)基盤,4,231
1047,ray,光線；ひらめき，一筋の光明,4,231
1048,distress,苦悩；苦痛；困窮,4,231
1049,joint,関節；接合(部),4,231
1050,expedition,遠征(隊)，探検(隊),4,231
1051,adolescent,青年；青年期の,4,232
1052,shade,(日)陰；色合い；日よけ；微妙な相違,4,232
1053,jury,陪審(員団)；審査員団,4,232
1054,ethic,倫理，道徳；〔～s〕倫理［道徳］規範,4,232
1055,penalty,(刑)罰；罰金；ペナルティー,4,232
1056,faculty,能力，機能；学部；教授陣,4,233
1057,scheme,計画；体系；陰謀,4,233
1058,nutrition,栄養(の摂取),4,233
1059,particle,(微)粒子；ほんのわずか,4,233
1060,molecule,分子；微粒子,4,233
1061,nationality,国籍；国民；国民性,4,234
1062,poll,世論調査；投票(数),4,234
1063,clinic,診療所，クリニック；(病院内の)～科,4,234
1064,dementia,認知症,4,234
1065,fatigue,疲労,4,234
1066,dilemma,ジレンマ，板ばさみ,4,235
1067,queue,【英】(順番を待つ)列,4,235
1068,curve,(道路などの)カーブ；曲線,4,235
1069,narrative,物語，話；(小説の)叙述部分，地の文,4,235
1070,fingerprint,指紋,4,235
1071,file,ファイル；(書類の)とじ込み,4,236
1072,wilder,荒野；(庭・町などの)放置された部分,4,236
1073,pesticide,殺虫剤；除草剤,4,236
1074,panic,パニック(状態)；狼狽,4,236
1075,fabric,織物，布(地)；構造,4,236
1076,fantasy,空想；幻想；幻想的作品,4,237
1077,fancy,(気まぐれな)好み；空想；思いつき,4,237
1078,virtue,美徳；長所；効能,4,237
1079,grateful,感謝している,4,237
1080,valid,妥当な；有効な,4,237
1081,elaborate,入念な；凝った,4,238
1082,moderate,適度な；穏健な,4,238
1083,dynamic,活動的な，精力的な；動的な,4,238
1084,brave,勇敢な；見事な,4,238
1085,brilliant,すばらしい；才能にあふれた；きらめく,4,238
1086,tremendous,途方もない，莫大な；すばらしい,4,239
1087,oral,口頭の,4,239
1088,innocent,無罪の；無邪気な；無知の,4,239
1089,subsequent,その後の,4,239
1090,shallow,浅い；浅薄な,4,239
1091,indifferent,無関心な,4,240
1092,inferior,より劣った,4,240
1093,awkward,気まずい；ぎこちない；厄介な,4,240
1094,obese,肥満した,4,240
1095,pregnant,妊娠した；(～で)満ちている(with),4,240
1096,intimate,親密な；密接な,4,241
1097,medieval,中世の；時代遅れの,4,241
1098,sacred,神聖な；宗教的な；厳粛な,4,241
1099,simultaneously,(～と)同時に(with)；一斉に,4,241
1100,versus,〔A ～ Bで〕A対B；AかBか,4,241
1101,proceed,進む，進行する；(～を)続行する(with),4,242
1102,orient,(人)を(環境などに)慣らす(to)；[受身形で](関心などが)(～に)向いている(to/toward),4,242
1103,surf,(インターネット上の情報など)を見て回る；サーフィンをする,4,242
1104,filter,をろ過する；を取り除く,4,242
1105,bind,を縛る；を束縛する；を結び付ける,4,242
1106,resort,(好ましくない手段に)訴える，頼る(to),4,243
1107,reinforce,を強化する；を補強する,4,243
1108,accumulate,を蓄積する，集める；積もる,4,243
1109,bet,と確信する，断言する；(金などを)かける,4,243
1110,advocate,を主張する；を擁護する,4,243
1111,constitute,を構成する；になる，に等しい,4,244
1112,undertake,を引き受ける；を保証する；に着手する,4,244
1113,grip,を握る；をとらえる,4,244
1114,dismiss,(意見など)を退ける；を解雇する,4,244
1115,fade,薄れる；衰える,4,244
1116,conceal,を隠す；を秘密にする,4,245
1117,chew,(を)かむ；をかみ砕く,4,245
1118,swallow,(を)飲み込む；をうのみにする；に耐える,4,245
1119,seal,を密閉する；に封をする,4,245
1120,migrate,移住する；(鳥などが)渡る,4,245
1121,exaggerate,(を)誇張する；を強調する,4,246
1122,accuse,を非難する；を告訴する,4,246
1123,vanish,消える,4,246
1124,polish,を磨く；を洗練させる,4,246
1125,wipe,を拭く；を拭き取る；を消し去る,4,246
1126,sweep,(を)掃く；を一掃する；さっと通過する,4,247
1127,mislead,を誤解させる，欺く；(人)を間違った方向に導く,4,247
1128,spoil,を台無しにする；を甘やかす；だめになる,4,247
1129,compound,を悪化させる；を合成する；を混合する,4,247
1130,explode,爆発する；急増する；を論破する,4,247
1131,disgust,をむかつかせる；に愛想を尽かせる,4,248
1132,commute,通勤［通学］する,4,248
1133,decorate,を装飾する,4,248
1134,postpone,を延期する,4,248
1135,cease,をやめる；終わる,4,248
1136,compromise,妥協する；を危うくする,4,249
1137,elect,を選出する,4,249
1138,extract,を取り［搾り］出す；を抜粋する,4,249
1139,inherit,を受け継ぐ；を相続する,4,249
1140,rear,(人・動物・植物)を育てる,4,249
1141,empathy,感情移入，共感,4,250
1142,cue,合図；手がかり；(次の演技の)キュー,4,250
1143,enterprise,企業，事業；企画；進取の気性,4,250
1144,output,生産(高)；出力；排出(量),4,250
1145,congress,(米国などの)議会；会議,4,250
1146,millennium,千年間，千年紀,4,251
1147,mankind,人類,4,251
1148,Muslim,イスラム教徒,4,251
1149,estate,(動産・不動産などの)財産；私有地,4,251
1150,landmine,地雷,4,251
1151,caution,用心；警告,4,252
1152,controversy,論争,4,252
1153,consensus,総意；(意見の)一致,4,252
1154,retail,小売り,4,252
1155,fiber,繊維(質)；本質；精神力,4,252
1156,scent,(よい)香り；香水,4,253
1157,beverage,(水以外の)飲み物，飲料,4,253
1158,supplement,栄養補助剤，サプリメント；補足,4,253
1159,diabetes,糖尿病,4,253
1160,province,州，省；〔the ～s〕地方；分野,4,253
1161,reef,(岩や砂の)礁；暗礁,4,254
1162,microbe,微生物；細菌,4,254
1163,excess,過剰，超過,4,254
1164,gallery,美術館，画廊；観客，ギャラリー；回廊,4,254
1165,fame,名声,4,254
1166,deadline,締め切り,4,255
1167,undergraduate,学部学生,4,255
1168,slavery,奴隷制度；苦役,4,255
1169,prey,獲物；犠牲者,4,255
1170,mess,散らかった状態［物］；混乱状態,4,255
1171,recession,不況；後退,4,256
1172,retreat,後退，退却；(計画・決定などの)撤回,4,256
1173,grave,墓；〔通例the ～〕死,4,256
1174,column,コラム；(新聞などの)欄；円柱；(縦)列,4,256
1175,scenery,〔集合的に〕景色；背景,4,256
1176,plot,(小説などの)筋；陰謀,4,257
1177,sculpture,彫刻(作品),4,257
1178,tablet,タブレット(型情報端末)；錠剤；平板,4,257
1179,dense,密集した，密度の高い；(霧などが)濃い,4,257
1180,exotic,外来の；異国風の,4,257
1181,acid,酸性の；酸っぱい；辛辣な,4,258
1182,bitter,苦い，つらい；辛辣な；怒りっぽい,4,258
1183,sensible,賢明な；実用的な；顕著な,4,258
1184,noble,高貴な；堂々とした；高潔な,4,258
1185,vague,漠然とした，あいまいな；おぼろげな,4,258
1186,parallel,(～と)平行［並行］の(to)；類似した,4,259
1187,tense,張り詰めた，緊張した,4,259
1188,vertical,垂直の；縦方向の,4,259
1189,indigenous,原産の，先住の；(その土地に)固有の,4,259
1190,aboriginal,〔通例A～〕アボリジニの；原生の，先住の,4,259
1191,seasonal,季節の，季節的な,4,260
1192,abundant,豊富な；(～に)富む(in),4,260
1193,hybird,ハイブリッドの；雑種の；混成の,4,260
1194,irrelevant,(～にとって)無関係の(to)；見当違いの,4,260
1195,ridiculous,ばかげた；法外な,4,260
1196,fairy,妖精の(ような),4,261
1197,sensory,感覚の,4,261
1198,chronic,慢性の；長引く；常習の,4,261
1199,voluntary,自発的な；無償の,4,261
1200,inclined,傾向がある；傾いた,4,261
1201,infer,を推論する，推測する,5,262
1202,esteem,を尊敬する；を見なす,5,262
1203,tackle,に取り組む；と(～のことで)話をつける(about / on),5,262
